,date,Afghanistan_nan,Albania_nan,Algeria_nan,Andorra_nan,Angola_nan,Antigua and Barbuda_nan,Argentina_nan,Armenia_nan,Australia_Australian Capital Territory,Australia_New South Wales,Australia_Northern Territory,Australia_Queensland,Australia_South Australia,Australia_Tasmania,Australia_Victoria,Australia_Western Australia,Austria_nan,Azerbaijan_nan,Bahamas_nan,Bahrain_nan,Bangladesh_nan,Barbados_nan,Belarus_nan,Belgium_nan,Belize_nan,Benin_nan,Bhutan_nan,Bolivia_nan,Bosnia and Herzegovina_nan,Botswana_nan,Brazil_nan,Brunei_nan,Bulgaria_nan,Burkina Faso_nan,Burma_nan,Burundi_nan,Cabo Verde_nan,Cambodia_nan,Cameroon_nan,Canada_nan,Central African Republic_nan,Chad_nan,Chile_nan,China_Anhui,China_Beijing,China_Chongqing,China_Fujian,China_Gansu,China_Guangdong,China_Guangxi,China_Guizhou,China_Hainan,China_Hebei,China_Heilongjiang,China_Henan,China_Hong Kong,China_Hubei,China_Hunan,China_Inner Mongolia,China_Jiangsu,China_Jiangxi,China_Jilin,China_Liaoning,China_Macau,China_Ningxia,China_Qinghai,China_Shaanxi,China_Shandong,China_Shanghai,China_Shanxi,China_Sichuan,China_Tianjin,China_Tibet,China_Xinjiang,China_Yunnan,China_Zhejiang,Colombia_nan,Comoros_nan,Congo (Brazzaville)_nan,Congo (Kinshasa)_nan,Costa Rica_nan,Cote d'Ivoire_nan,Croatia_nan,Cuba_nan,Cyprus_nan,Czechia_nan,Denmark_Faroe Islands,Denmark_Greenland,Denmark_nan,Diamond Princess_nan,Djibouti_nan,Dominica_nan,Dominican Republic_nan,Ecuador_nan,Egypt_nan,El Salvador_nan,Equatorial Guinea_nan,Eritrea_nan,Estonia_nan,Eswatini_nan,Ethiopia_nan,Fiji_nan,Finland_nan,France_French Guiana,France_French Polynesia,France_Guadeloupe,France_Martinique,France_Mayotte,France_New Caledonia,France_Reunion,France_Saint Barthelemy,France_Saint Pierre and Miquelon,France_St Martin,France_nan,Gabon_nan,Gambia_nan,Georgia_nan,Germany_nan,Ghana_nan,Greece_nan,Grenada_nan,Guatemala_nan,Guinea-Bissau_nan,Guinea_nan,Guyana_nan,Haiti_nan,Holy See_nan,Honduras_nan,Hungary_nan,Iceland_nan,India_nan,Indonesia_nan,Iran_nan,Iraq_nan,Ireland_nan,Israel_nan,Italy_nan,Jamaica_nan,Japan_nan,Jordan_nan,Kazakhstan_nan,Kenya_nan,"Korea, South_nan",Kosovo_nan,Kuwait_nan,Kyrgyzstan_nan,Laos_nan,Latvia_nan,Lebanon_nan,Lesotho_nan,Liberia_nan,Libya_nan,Liechtenstein_nan,Lithuania_nan,Luxembourg_nan,MS Zaandam_nan,Madagascar_nan,Malawi_nan,Malaysia_nan,Maldives_nan,Mali_nan,Malta_nan,Marshall Islands_nan,Mauritania_nan,Mauritius_nan,Mexico_nan,Moldova_nan,Monaco_nan,Mongolia_nan,Montenegro_nan,Morocco_nan,Mozambique_nan,Namibia_nan,Nepal_nan,Netherlands_Aruba,"Netherlands_Bonaire, Sint Eustatius and Saba",Netherlands_Curacao,Netherlands_Sint Maarten,Netherlands_nan,New Zealand_nan,Nicaragua_nan,Niger_nan,Nigeria_nan,North Macedonia_nan,Norway_nan,Oman_nan,Pakistan_nan,Panama_nan,Papua New Guinea_nan,Paraguay_nan,Peru_nan,Philippines_nan,Poland_nan,Portugal_nan,Qatar_nan,Romania_nan,Russia_nan,Rwanda_nan,Saint Kitts and Nevis_nan,Saint Lucia_nan,Saint Vincent and the Grenadines_nan,San Marino_nan,Sao Tome and Principe_nan,Saudi Arabia_nan,Senegal_nan,Serbia_nan,Seychelles_nan,Sierra Leone_nan,Singapore_nan,Slovakia_nan,Slovenia_nan,Solomon Islands_nan,Somalia_nan,South Africa_nan,South Sudan_nan,Spain_nan,Sri Lanka_nan,Sudan_nan,Suriname_nan,Sweden_nan,Switzerland_nan,Syria_nan,Taiwan*_nan,Tajikistan_nan,Tanzania_nan,Thailand_nan,Timor-Leste_nan,Togo_nan,Trinidad and Tobago_nan,Tunisia_nan,Turkey_nan,Uganda_nan,Ukraine_nan,United Arab Emirates_nan,United Kingdom_Anguilla,United Kingdom_Bermuda,United Kingdom_British Virgin Islands,United Kingdom_Cayman Islands,United Kingdom_Channel Islands,United Kingdom_Falkland Islands (Malvinas),United Kingdom_Gibraltar,United Kingdom_Isle of Man,United Kingdom_Montserrat,United Kingdom_Turks and Caicos Islands,United Kingdom_nan,United States_nan,Uruguay_nan,Uzbekistan_nan,Venezuela_nan,Vietnam_nan,West Bank and Gaza_nan,Western Sahara_nan,Yemen_nan,Zambia_nan,Zimbabwe_nan
45,2020-07-30,25471,2883,20082,806,395,67,80596,28366,109,2989,30,1066,441,215,4259,650,18628,25168,91,37357,132960,96,61765,17513,27,1036,88,23305,5586,63,1956807,138,6173,935,295,304,1694,164,15320,102344,1574,813,326628,985,911,577,363,165,1653,253,145,165,343,934,1254,1660,63623,1015,244,654,931,153,160,46,75,18,318,785,720,201,597,195,1,82,186,1268,148695,330,829,6437,4280,11160,4178,2355,852,11482,188,13,12526,651,4999,18,35302,35824,38236,8206,842,225,1926,1134,6763,18,6950,6270,62,176,98,2721,22,592,6,1,41,71643,4943,66,935,191551,31286,1374,23,35629,803,6438,185,4467,12,5443,3346,1823,1055348,64292,261200,85546,23364,43489,199796,724,24024,1072,59517,8121,13183,4463,57330,23985,19,1052,1753,144,667,604,85,1643,5027,0,7461,1760,8617,2568,1931,665,0,4889,332,320100,17040,105,225,931,17311,638,164,14248,105,7,24,64,0,1518,2492,1028,19270,6020,8752,61421,246131,38218,11,3250,283915,65064,33643,36140,107135,26609,628482,1085,15,22,39,657,771,231198,6725,0,39,1362,46308,1675,1780,0,1562,309601,1175,150376,2333,6001,1003,0,31100,229,440,6151,183,3111,24,626,130,1187,213539,1028,39327,53626,3,141,7,202,533,13,180,312,10,37,0,1414155,978,13680,10421,373,5016,8,856,3289,924
46,2020-07-31,25509,2952,20537,807,437,67,83780,28997,110,2989,30,1066,443,216,4479,650,18758,25882,91,37840,135136,96,62444,17546,30,1036,89,23582,5959,63,2008854,138,6319,935,296,304,1824,164,15320,102906,1606,813,328327,985,915,577,363,165,1653,253,145,165,343,934,1254,1751,63623,1015,244,654,931,153,160,46,75,18,318,785,724,201,597,195,1,89,187,1268,154387,330,829,6796,4404,11428,4267,2355,852,11569,189,13,12578,651,4999,18,36470,36044,39638,8362,2182,225,1930,1214,6950,18,6950,6386,62,179,98,2721,22,592,6,1,41,71656,4943,68,940,191992,32096,1374,23,36816,803,6458,185,4606,12,5554,3353,1825,1094374,65907,263519,87434,23364,43850,199974,726,24774,1084,60825,8165,13233,4578,57932,25037,19,1052,1761,144,670,618,85,1644,5192,0,7807,1875,8644,2607,1937,665,0,4962,332,327115,17269,105,230,1005,17658,641,166,14399,105,7,24,64,0,1518,2492,1028,19565,6554,8752,61421,247177,39166,11,3548,283915,65178,33987,36483,107377,27007,637217,1106,16,22,44,657,778,235658,6776,0,39,1362,46491,1695,1797,0,1562,326171,1175,150376,2391,6119,1080,0,31100,237,440,6193,183,3125,24,641,132,1195,214535,1028,39945,53909,3,141,7,202,533,13,181,312,10,37,0,1438160,994,14464,10421,373,5077,8,862,3803,1004
47,2020-08-01,25509,2961,20988,807,460,67,86499,29557,110,2991,30,1066,443,216,4696,652,18911,26474,91,38211,136253,98,62686,17573,30,1036,89,23968,5959,63,2037982,138,6396,935,297,304,1837,196,15320,103072,1635,813,330507,985,917,577,363,165,1654,253,145,165,343,934,1254,1858,63623,1015,244,654,931,153,160,46,75,18,318,786,725,201,597,196,1,96,187,1268,160708,330,829,7030,4531,11750,4341,2367,852,11587,189,13,12578,651,4999,18,37509,36213,41137,8495,2182,225,1934,1214,7195,18,6950,6531,62,179,98,2721,22,592,6,1,41,71511,5223,68,947,192636,33365,1374,23,37873,803,6458,185,4606,12,5694,3364,1825,1145629,67919,265830,89275,23364,45102,200229,743,25347,1094,60825,8419,13259,4730,58525,26419,19,1052,1761,171,673,619,85,1644,5192,0,8109,1914,8647,2613,1937,665,0,5043,332,334867,17571,105,230,1293,17960,645,171,14492,105,7,24,64,0,1518,2492,1028,20087,6698,8752,61421,247177,40081,34,3786,287127,65265,34374,36783,107578,27346,645316,1119,16,22,44,657,782,237548,6822,0,39,1362,46740,1742,1821,0,1562,342461,1175,150376,2439,6137,1161,0,31300,237,441,6233,183,3135,24,647,132,1217,215516,1045,40516,54255,3,141,7,202,533,13,182,312,10,38,0,1461885,1004,15299,11129,373,5324,8,862,4130,1011
48,2020-08-02,25510,3018,21419,807,461,67,89026,29750,110,2991,30,1067,443,216,5111,654,18984,27113,91,38666,136839,98,62896,17590,30,1036,89,24156,6312,63,2062876,138,6420,945,298,304,1860,196,15320,103201,1635,813,332411,985,917,577,363,165,1657,253,145,165,343,934,1254,1959,63623,1015,244,654,931,153,160,46,75,18,318,786,725,201,597,196,1,103,187,1268,167239,330,829,7319,4585,11801,4373,2369,856,11605,192,13,12578,651,5019,18,38244,36213,42455,8634,2182,225,1934,1214,7601,18,6950,6531,62,179,98,2721,22,592,6,1,41,71511,5223,68,955,192908,33365,1374,23,38416,803,6480,185,4606,12,5794,3389,1825,1186203,68975,268102,91886,23364,45677,200460,743,25748,1099,62511,8477,13280,4863,59213,27274,19,1052,1795,173,673,623,85,1644,5192,0,8444,1919,8664,2643,1943,666,0,5115,332,342527,17816,105,230,1445,18435,654,187,14603,111,7,24,64,0,1518,2492,1032,20308,6882,8752,61421,248577,41038,34,3966,294187,65557,34709,36984,107779,27592,648961,1144,16,22,45,657,787,240081,6838,0,39,1375,46926,1742,1826,0,1598,347227,1175,150376,2514,6137,1194,0,31500,256,441,6276,183,3142,24,660,132,1221,216494,1045,40755,54615,3,143,7,202,533,13,183,312,10,38,0,1468689,1011,15833,11404,373,5390,8,862,4493,1016
49,2020-08-03,25669,3031,21901,821,476,75,91302,29861,110,2992,30,1067,443,216,5111,654,19063,27760,91,39007,137905,98,62943,17598,30,1036,90,24510,6359,63,2098976,138,6684,947,302,304,1911,197,15320,103284,1635,814,333976,985,918,577,363,165,1659,253,145,165,343,934,1254,2037,63623,1015,244,654,931,153,160,46,75,18,318,786,727,201,597,196,1,115,187,1268,173727,330,1589,7424,4689,11887,4438,2373,856,11708,192,13,12682,651,5028,18,38824,59344,44066,8809,2182,225,1935,1253,7931,18,6950,6767,62,179,98,2738,22,592,6,1,41,71258,5408,68,959,193594,34313,1374,23,39346,803,6505,185,4832,12,5854,3413,1825,1230509,70237,270228,94111,23364,47571,200589,743,26476,1131,65132,8740,13352,4989,59739,27927,19,1052,1837,173,696,625,85,1645,5498,0,8825,1945,8668,2670,1943,666,0,5174,334,353442,17942,105,230,1445,18968,676,187,14961,112,7,24,64,0,1523,2492,1032,20663,6972,8752,61421,249397,42093,34,4249,298091,65821,34881,37111,108002,27750,652372,1169,16,22,45,657,787,242055,6901,0,113,1375,47179,1746,1831,0,1598,358037,1175,150376,2517,6137,1227,0,31500,268,441,6317,183,3142,24,663,135,1225,217497,1070,41097,54863,3,144,7,202,533,13,183,312,10,38,0,1513446,1023,16838,11622,374,5390,8,863,4701,1057
50,2020-08-04,25669,3031,22375,825,503,75,94129,30372,110,2994,30,1069,443,216,5283,654,19336,28348,91,39335,139860,98,63163,17639,30,1036,93,25390,6592,63,2157484,138,6964,947,302,304,1930,202,15320,104058,1640,814,336330,985,919,577,363,165,1661,253,145,165,343,934,1254,2141,63623,1015,247,654,931,153,160,46,75,18,318,786,727,201,598,196,1,125,187,1268,180258,340,1589,7727,6590,11955,4517,2382,856,11812,192,13,12715,651,5044,18,38824,70985,45569,8954,2182,225,1937,1258,8240,18,6950,6873,62,179,98,2738,22,592,6,1,41,71152,5408,79,962,194173,34313,3804,23,40285,803,6591,186,4832,12,5921,3415,1825,1282215,72050,272535,96103,23364,49834,200766,745,27187,1155,67031,9327,13406,5190,60326,28743,19,1070,1837,174,698,633,85,1647,5537,0,9286,2047,8684,2693,1946,666,0,5209,334,357444,18167,105,244,1869,19629,765,211,15026,112,7,24,64,0,1523,2913,1037,31851,7108,8752,61421,249397,43330,34,4645,302457,66049,35056,37318,108254,28006,660235,1222,16,22,45,657,794,243713,6920,0,113,1397,47454,1771,1854,0,1598,363751,1175,150376,2524,6194,1278,0,31600,283,441,6356,183,3142,24,673,135,1227,218491,1073,41849,55090,3,144,7,202,533,13,183,312,10,38,0,1528979,1048,18051,11875,378,6419,8,863,5109,1238
51,2020-08-05,25742,3123,22802,825,506,76,96948,30850,110,2994,30,1069,444,216,5424,654,19464,28840,91,39576,141750,100,63425,17661,31,1600,93,26437,6839,63,2190361,138,7154,947,305,304,1955,202,15320,104377,1640,835,338291,985,919,577,363,165,1661,253,145,165,343,934,1254,2314,63623,1015,247,654,931,153,161,46,75,18,318,786,727,201,598,197,1,133,187,1268,186317,340,1589,7821,6851,12191,4589,2396,856,11909,192,13,12753,651,5057,18,40122,71168,47182,9111,2182,225,1948,1385,8598,18,6980,7075,62,179,98,2738,22,592,6,1,41,71484,5609,115,974,194568,35563,3804,23,41199,944,6632,189,4832,12,6116,3431,1825,1328336,73889,274932,98442,23364,51395,200976,745,28020,1160,68871,9930,13501,5346,60906,29513,19,1070,1880,174,699,640,85,1650,5623,0,9798,2078,8702,2703,1950,668,0,5291,334,361764,18167,105,260,2032,19994,778,556,15156,112,7,24,64,0,1524,2913,1057,32165,7221,8752,69803,254286,44792,44,4839,306430,66270,35321,37565,108539,28584,667769,1237,16,24,46,657,795,245314,6988,0,124,1401,47768,1777,1884,0,1728,377266,1175,150376,2537,6194,1327,0,31600,296,441,6399,183,3144,24,690,135,1233,219506,1102,42784,55385,3,144,7,202,533,13,183,312,10,39,0,1577851,1065,18783,12146,381,6618,8,894,5667,1238
52,2020-08-06,25840,3155,23238,828,520,76,99852,31556,110,2994,30,1069,445,216,5628,627,19596,29275,91,39945,143824,100,63756,17700,32,1600,96,27373,7042,63,2230542,138,7374,961,308,304,2010,214,15320,104678,1641,838,340168,985,920,577,363,165,1663,253,145,165,343,934,1254,2458,63623,1015,247,654,931,154,165,46,75,18,318,787,728,201,599,197,1,153,187,1268,192355,340,1589,8048,7038,12484,4688,2409,856,12320,192,14,12787,651,5057,18,40539,71318,48898,9236,2182,225,1954,1476,9027,18,6980,7240,62,179,98,2738,22,592,6,1,41,71613,5609,136,987,195281,36384,3804,23,42070,944,6757,189,4832,12,6225,3463,1825,1378105,75645,277463,101025,23364,53427,201323,745,28858,1171,70680,10444,13543,5480,61610,30099,19,1070,1974,175,705,652,85,1656,5750,0,10148,2137,8713,2725,1954,670,0,5291,334,365311,18676,105,260,2178,20553,795,563,15389,114,7,28,86,0,1524,2913,1057,32430,7480,8857,70910,256058,45658,53,4974,310337,66837,35642,37840,108831,28992,675069,1258,16,24,46,657,797,247089,7101,0,124,1427,48031,1824,1909,0,1728,387316,1175,150376,2541,6194,1446,0,31600,311,441,6443,183,3148,24,697,135,1241,220546,1102,43812,55739,3,144,7,202,533,13,184,312,10,39,0,1598624,1079,19291,12470,392,6907,8,898,5786,1264
53,2020-08-07,25903,3227,23667,839,544,76,103297,32008,110,2994,30,1071,445,216,6066,628,19690,29696,95,40276,145584,100,64200,17728,32,1600,96,28139,7373,63,2272299,138,7622,961,309,304,2042,215,15320,105128,1716,838,342168,985,920,577,363,165,1664,253,145,165,343,934,1254,2620,63623,1015,247,654,931,154,168,46,75,18,318,788,729,201,599,197,1,181,187,1268,198495,353,1589,8174,7266,12802,4758,2429,856,12749,192,14,12840,651,5083,18,41393,71463,50553,9379,2182,245,1956,1476,9415,18,6980,7320,62,186,98,2835,22,631,6,1,41,71766,5704,146,994,195935,36638,3804,23,43135,944,6800,189,4893,12,6355,3464,1833,1427005,77557,279724,103197,23364,55313,201642,745,30241,1178,71609,11118,13629,5605,62330,30764,19,1070,2042,175,705,660,85,1658,5848,0,10412,2184,8728,2754,1956,675,0,5443,334,370098,18918,105,260,2296,21548,827,575,15814,114,7,30,86,0,1524,2913,1057,32637,7607,8857,72263,258099,46675,53,5123,314332,66852,36041,38087,109142,29289,682278,1297,16,24,49,657,799,248948,7186,0,125,1435,48312,1846,1927,0,1728,394759,1175,150376,2564,6243,1505,0,31600,311,441,6484,183,3148,24,710,135,1251,221574,1113,44369,56015,3,144,7,202,533,13,184,312,10,39,0,1623870,1095,20059,12470,395,7210,8,907,6264,1345
54,2020-08-08,25960,3268,24083,839,564,76,108242,32395,110,2994,30,1071,446,216,6378,629,19812,30056,99,40549,146604,108,64744,17766,32,1600,96,28904,7373,63,2321537,138,7718,974,311,312,2073,217,15320,105255,1716,839,344133,985,920,577,363,165,1669,253,145,165,343,934,1254,2755,63623,1015,247,654,931,154,174,46,75,18,319,788,730,201,599,199,1,211,188,1268,204591,369,1589,8275,7589,12893,4817,2442,856,12764,193,14,12840,651,5083,18,42538,71605,51672,9515,2182,245,1961,1565,9707,18,6980,7501,62,186,98,2835,22,631,6,1,41,71585,5704,146,996,196550,37702,3804,23,44072,944,6828,189,4893,12,6428,3491,1833,1480884,79306,282122,105504,23364,57071,201947,745,31248,1178,72273,11899,13642,5802,62806,31062,19,1070,2043,175,714,691,85,1668,5848,0,10604,2329,8775,2791,1960,675,0,5527,334,377125,19100,112,260,2407,22190,832,575,16313,114,7,30,86,0,1524,2913,1057,33044,7622,8857,73481,259604,47484,53,5181,319171,67117,36403,38364,109438,29872,688856,1300,16,24,49,657,800,250440,7329,0,125,1442,48583,1861,1927,0,1728,404568,1175,150376,2576,6243,1558,0,31900,331,441,6484,183,3150,24,721,135,1259,222656,1115,45006,56245,3,144,7,202,533,13,184,312,12,39,0,1643118,1112,21006,13356,395,7706,8,910,6431,1416
55,2020-08-09,25960,3342,24506,839,567,76,108242,32520,110,2994,30,1072,447,216,6378,629,19923,30364,104,40967,148370,112,64935,17780,32,1600,96,29808,7373,63,2356983,138,7772,974,312,315,2086,219,15320,105420,1721,839,345826,985,920,577,363,165,1671,253,145,165,343,934,1254,2847,63623,1015,253,654,931,154,181,46,75,18,319,788,731,201,599,200,1,258,188,1268,212688,369,1589,8324,7730,12926,4861,2451,870,12785,215,14,12840,651,5106,18,43744,78552,52678,9626,2182,245,1961,1607,10206,18,6980,7501,62,186,98,2835,22,631,6,1,44,71585,5704,221,1000,196783,38330,3804,23,44598,944,6898,189,4982,12,6597,3499,1834,1535743,80952,284371,107775,23364,57533,202098,745,32867,1187,72523,12961,13658,5944,63519,31822,19,1070,2127,175,723,701,85,1670,5848,0,10816,2375,8784,2804,1962,684,0,5527,334,384432,19300,113,263,2452,23347,840,704,16353,114,7,30,86,0,1526,2913,1057,33186,7664,8857,74691,260248,48748,53,5222,324020,67673,36691,38511,109709,30119,692059,1346,16,24,52,657,800,252039,7352,0,125,1445,48915,1864,1927,0,1728,411474,1175,150376,2579,6266,1635,0,32300,346,441,6484,183,3151,24,729,135,1263,223759,1115,45335,56568,3,144,7,202,533,13,186,312,12,39,0,1656864,1125,22042,13356,395,7945,8,913,6698,1437
56,2020-08-10,26228,3379,24920,839,569,76,108242,32616,110,2994,30,1075,447,216,6642,630,20010,30642,113,41209,150437,112,64991,17792,32,1600,96,30823,8159,80,2390830,138,7980,984,312,315,2128,219,15320,108050,1721,843,347342,985,920,577,363,165,1672,253,145,165,343,934,1254,2917,63623,1015,253,655,931,154,186,46,75,18,322,788,734,201,599,201,1,296,188,1268,221484,369,1589,8363,7823,13052,4906,2460,870,12983,215,14,12925,651,5120,18,44910,78608,53779,9720,2182,248,1962,1634,10411,18,6980,7549,62,186,98,2835,22,631,6,1,44,71537,5823,221,1010,197382,38727,3804,23,45589,944,6898,189,4982,12,6649,3525,1838,1583489,82236,286642,109790,23364,58998,202248,745,33450,1187,73702,13495,13729,6058,64028,32126,19,1070,2290,175,725,724,85,1670,6170,0,11011,2430,8803,2835,1969,688,0,5570,334,393160,19300,113,263,2521,24524,860,715,16493,114,7,30,86,0,1526,2913,1062,33346,8087,8857,76124,260764,49510,53,5276,324020,68159,36877,38600,109993,30311,695317,1392,17,24,52,657,800,253478,7390,0,125,1447,49609,1866,1960,0,1728,417200,1175,150376,2593,6266,1674,0,32400,364,441,6614,183,3160,24,729,138,1265,224970,1137,45723,56766,3,144,7,202,545,13,186,312,12,39,0,1670755,1146,22992,16930,399,8045,8,915,6802,1524
57,2020-08-11,26415,3480,25263,839,575,76,181389,33157,110,2994,31,1076,447,216,6889,632,20123,30856,116,41504,151972,112,65219,17841,32,1681,97,31753,8411,80,2449338,138,8154,990,313,315,2148,220,15320,108465,1723,859,349541,985,920,577,363,165,1676,253,145,165,343,934,1254,3052,63623,1015,254,656,931,154,191,46,75,18,323,788,737,201,600,202,1,337,188,1268,230427,379,1625,8375,7971,13321,4962,2472,870,13222,225,14,12988,651,5133,18,45666,78610,54888,9875,2182,248,1968,1720,10696,18,6980,7632,62,186,98,2835,22,631,6,1,44,71454,5823,227,1054,198347,39055,3804,23,46442,1015,7020,189,4982,12,6805,3527,1844,1639599,83710,288620,112102,23364,60080,202461,753,34136,1189,74677,13867,13786,6248,64759,32734,19,1078,2377,175,736,740,87,1679,6222,0,11276,2477,8809,2849,1973,692,0,5704,334,397278,19740,113,269,2558,25385,910,715,16664,114,7,30,93,0,1526,2913,1065,33609,8248,8857,76720,261246,50665,71,5326,329404,68432,37150,38760,110324,30585,701796,1478,17,25,52,657,804,255118,7449,0,126,1478,50128,1874,1960,0,1728,426125,1175,150376,2622,6282,1712,0,32400,385,443,6653,183,3163,24,752,139,1272,226155,1138,46313,56961,3,144,7,202,545,13,187,312,12,39,0,1714960,1157,23704,19706,451,8181,8,915,7004,1524
58,2020-08-12,26694,3552,25627,855,577,76,187283,33492,110,2994,31,1076,449,216,7271,632,20268,31058,122,41836,153089,115,65893,17883,32,1681,97,32830,8827,80,2506228,138,8479,995,318,315,2172,223,15320,108829,1728,859,351419,985,920,577,364,165,1678,253,145,165,343,934,1254,3189,63623,1015,254,656,931,154,202,46,75,18,324,789,737,201,602,202,1,375,188,1268,239785,379,1625,8421,8189,13321,5024,2504,870,13407,225,14,13066,651,5150,18,47095,78887,55901,10056,2182,248,1975,1910,11034,18,7050,7713,64,289,98,2835,22,631,6,1,44,71906,5920,247,1058,198991,39320,3804,23,47394,1015,7060,191,5123,12,6945,3529,1847,1695982,85798,290244,114541,23364,62109,202697,753,34969,1215,76756,14610,13817,6411,65451,32997,19,1078,2407,175,738,778,87,1683,6262,0,11529,2529,8817,2884,1977,695,0,5741,334,401182,19998,114,269,2638,25677,951,835,16728,114,7,30,102,0,1531,2913,1075,33943,8487,8857,77072,263193,51597,78,5384,341938,68997,37611,38940,110627,31048,708900,1524,17,25,52,657,807,257269,7523,0,126,1483,50520,1884,1960,0,1728,432029,1175,150376,2638,6282,1789,0,32700,385,450,6696,183,3169,24,782,139,1278,227089,1139,47084,57193,3,145,7,202,545,13,187,312,12,46,0,1753760,1163,25659,21042,409,8369,8,937,7233,1620
59,2020-08-13,26714,3616,26004,858,577,76,192434,33897,110,2994,31,1076,449,216,7493,632,20346,31269,138,42180,154871,118,66178,17913,32,1681,100,33720,9156,120,2521100,138,8479,997,321,315,2232,225,15320,109260,1728,860,353131,985,922,577,365,165,1681,253,145,165,343,934,1254,3295,63623,1015,255,655,931,154,207,46,75,18,324,789,739,201,605,202,1,424,188,1268,250494,379,1625,8480,8412,13522,5078,2525,870,13574,225,14,13131,651,5167,18,47946,78957,56890,10254,2182,248,1975,1991,11428,20,7050,7784,64,289,98,2940,22,631,8,1,45,71730,5920,267,1068,199654,39495,3804,23,48305,1015,7120,202,5123,12,7032,3561,1852,1751555,87558,292058,117208,23364,64746,202923,754,36191,1222,76756,15100,13863,6616,66099,33288,19,1078,2496,271,738,816,87,1689,6414,0,11780,2550,8821,2920,1979,708,0,5843,334,406583,20276,114,269,2680,26687,1015,848,16837,114,7,30,102,0,1531,2913,1075,34309,8662,8857,77278,264060,52210,78,5516,341938,70387,37961,39177,110957,31547,714934,1558,17,25,55,657,808,260393,7572,0,126,1496,50736,1939,1960,0,1728,437617,1175,150376,2646,6305,1830,0,32700,395,450,6741,183,3169,24,791,139,1302,228057,1141,47678,57372,3,145,7,202,545,13,188,312,12,52,0,1774648,1180,27213,21385,425,9186,8,949,7401,1927
60,2020-08-14,26714,3695,26308,863,584,83,199005,34164,110,2994,31,1079,449,216,8121,632,20499,31490,138,42469,156623,119,66452,17941,32,1681,102,34723,9344,120,2616981,138,9114,1005,322,315,2254,225,15320,109657,1728,862,355037,985,923,577,365,165,1683,253,145,165,343,934,1254,3392,63625,1015,256,655,931,154,220,46,75,18,324,790,740,201,606,202,1,457,188,1268,261293,379,1625,8512,8785,13721,5134,2547,870,13731,225,14,13216,651,5181,18,49539,79176,57858,10455,2182,248,1976,1991,11660,20,7050,7841,64,289,98,2940,22,657,9,1,49,72023,6277,304,1085,200440,39718,3804,23,49355,1015,7177,306,5123,12,7128,3590,1861,1808936,89618,293811,120129,23364,66965,203326,761,35498,1229,80716,15298,13901,6817,66740,33592,19,1078,2551,271,738,848,87,1691,6500,0,12011,2576,8828,3010,1979,762,0,5889,334,410479,20556,114,272,2752,27644,1075,848,17077,114,7,30,102,0,1531,2913,1075,35998,9030,8857,77427,265215,52886,78,5657,354232,71405,38362,39374,111258,31920,721473,1604,17,25,55,657,809,262959,7615,0,126,1502,51049,1944,2027,0,2268,461734,1175,150376,2658,6325,1894,0,32900,403,450,6777,183,3173,24,806,139,1320,228980,1142,48288,57473,3,145,7,202,545,13,188,312,12,54,0,1796326,1182,27825,21580,437,9382,8,1009,7586,1998
61,2020-08-15,27166,3746,26644,863,628,83,205697,34484,110,2994,33,1079,449,216,8121,633,20627,31697,160,42806,157635,121,66452,17981,35,1690,102,35638,9619,120,2622878,138,9161,1006,324,315,2302,238,16540,109933,1728,864,356951,985,923,577,365,167,1684,253,145,165,343,934,1254,3488,63625,1015,256,655,931,155,226,46,75,18,324,790,745,201,606,202,1,498,188,1268,274420,379,1625,8597,9010,13759,5193,2568,870,13763,225,14,13275,651,5181,18,51356,79354,58835,10618,2182,248,1976,2268,12037,20,7050,7893,64,289,98,2940,22,657,9,1,49,71971,6277,347,1088,200756,40147,3804,23,50183,1015,7210,310,5235,12,7255,3606,1870,1862258,91321,295630,122700,23364,67950,203640,761,39439,1229,81558,15970,13910,6961,67519,33951,19,1078,2650,271,788,894,87,1704,6500,0,12232,2623,8831,3208,1986,782,0,5928,334,418164,20908,114,276,2830,28566,1136,2352,17201,193,7,31,107,0,1531,2913,1077,36290,9123,8857,77550,265624,53857,78,5841,359781,72209,38853,39585,111505,32334,727895,1631,17,25,55,657,815,264487,7637,0,126,1505,51521,1969,2042,0,2268,466941,1175,150376,2666,6340,1990,0,33200,408,450,6815,183,3193,24,836,139,1327,229972,1142,48946,57571,3,147,7,202,545,13,190,312,12,55,0,1818527,1194,29328,21747,447,9388,8,1013,8065,2047
